Id,Url,Status
1,https://www.google.com/search?q=postgresql+pgadmin+download&sca_esv=25dcd6d97260b75a&ei=ilbOaISOGuua4-EPgrDQ4AE&oq=postgresql+pg&gs_lp=Egxnd3Mtd2l6LXNlcnAiDXBvc3RncmVzcWwgcGcqAggAMgsQABiABBiRAhiKBTILEAAYgAQYkQIYigUyBRAAGIAEMgsQABiABBiRAhiKBTIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgsQABiABBiRAhiKBUj4GVA4WKYMcAF4AZABAJgBxgGgAewDqgEDMC4zuAEDyAEA-AEBmAIEoAKEBMICChAAGLADGNYEGEfCAg0QABiABBiwAxhDGIoFwgINEAAYgAQYsQMYQxiKBcICCxAAGIAEGLEDGIMBwgIKEAAYgAQYQxiKBZgDAIgGAZAGCpIHBTEuMi4xoAeoELIHBTAuMi4xuAf-A8IHAzItNMgHFA&sclient=gws-wiz-serp,Pending
2,https://www.google.com/search?q=postgresql+pgadmin+download&sca_esv=25dcd6d97260b75a&ei=ilbOaISOGuua4-EPgrDQ4AE&oq=postgresql+pg&gs_lp=Egxnd3Mtd2l6LXNlcnAiDXBvc3RncmVzcWwgcGcqAggAMgsQABiABBiRAhiKBTILEAAYgAQYkQIYigUyBRAAGIAEMgsQABiABBiRAhiKBTIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgsQABiABBiRAhiKBUj4GVA4WKYMcAF4AZABAJgBxgGgAewDqgEDMC4zuAEDyAEA-AEBmAIEoAKEBMICChAAGLADGNYEGEfCAg0QABiABBiwAxhDGIoFwgINEAAYgAQYsQMYQxiKBcICCxAAGIAEGLEDGIMBwgIKEAAYgAQYQxiKBZgDAIgGAZAGCpIHBTEuMi4xoAeoELIHBTAuMi4xuAf-A8IHAzItNMgHFA&sclient=gws-wiz-serp,Pending
3,https://www.google.com/search?q=postgresql+pgadmin+download&sca_esv=25dcd6d97260b75a&ei=ilbOaISOGuua4-EPgrDQ4AE&oq=postgresql+pg&gs_lp=Egxnd3Mtd2l6LXNlcnAiDXBvc3RncmVzcWwgcGcqAggAMgsQABiABBiRAhiKBTILEAAYgAQYkQIYigUyBRAAGIAEMgsQABiABBiRAhiKBTIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgsQABiABBiRAhiKBUj4GVA4WKYMcAF4AZABAJgBxgGgAewDqgEDMC4zuAEDyAEA-AEBmAIEoAKEBMICChAAGLADGNYEGEfCAg0QABiABBiwAxhDGIoFwgINEAAYgAQYsQMYQxiKBcICCxAAGIAEGLEDGIMBwgIKEAAYgAQYQxiKBZgDAIgGAZAGCpIHBTEuMi4xoAeoELIHBTAuMi4xuAf-A8IHAzItNMgHFA&sclient=gws-wiz-serp,Pending
4,https://www.google.com/search?q=postgresql+pgadmin+download&sca_esv=25dcd6d97260b75a&ei=ilbOaISOGuua4-EPgrDQ4AE&oq=postgresql+pg&gs_lp=Egxnd3Mtd2l6LXNlcnAiDXBvc3RncmVzcWwgcGcqAggAMgsQABiABBiRAhiKBTILEAAYgAQYkQIYigUyBRAAGIAEMgsQABiABBiRAhiKBTIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgsQABiABBiRAhiKBUj4GVA4WKYMcAF4AZABAJgBxgGgAewDqgEDMC4zuAEDyAEA-AEBmAIEoAKEBMICChAAGLADGNYEGEfCAg0QABiABBiwAxhDGIoFwgINEAAYgAQYsQMYQxiKBcICCxAAGIAEGLEDGIMBwgIKEAAYgAQYQxiKBZgDAIgGAZAGCpIHBTEuMi4xoAeoELIHBTAuMi4xuAf-A8IHAzItNMgHFA&sclient=gws-wiz-serp,Pending
5,https://www.google.com/search?q=postgresql+pgadmin+download&sca_esv=25dcd6d97260b75a&ei=ilbOaISOGuua4-EPgrDQ4AE&oq=postgresql+pg&gs_lp=Egxnd3Mtd2l6LXNlcnAiDXBvc3RncmVzcWwgcGcqAggAMgsQABiABBiRAhiKBTILEAAYgAQYkQIYigUyBRAAGIAEMgsQABiABBiRAhiKBTIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgsQABiABBiRAhiKBUj4GVA4WKYMcAF4AZABAJgBxgGgAewDqgEDMC4zuAEDyAEA-AEBmAIEoAKEBMICChAAGLADGNYEGEfCAg0QABiABBiwAxhDGIoFwgINEAAYgAQYsQMYQxiKBcICCxAAGIAEGLEDGIMBwgIKEAAYgAQYQxiKBZgDAIgGAZAGCpIHBTEuMi4xoAeoELIHBTAuMi4xuAf-A8IHAzItNMgHFA&sclient=gws-wiz-serp,Pending
6,https://www.google.com/search?q=postgresql+pgadmin+download&sca_esv=25dcd6d97260b75a&ei=ilbOaISOGuua4-EPgrDQ4AE&oq=postgresql+pg&gs_lp=Egxnd3Mtd2l6LXNlcnAiDXBvc3RncmVzcWwgcGcqAggAMgsQABiABBiRAhiKBTILEAAYgAQYkQIYigUyBRAAGIAEMgsQABiABBiRAhiKBTIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgsQABiABBiRAhiKBUj4GVA4WKYMcAF4AZABAJgBxgGgAewDqgEDMC4zuAEDyAEA-AEBmAIEoAKEBMICChAAGLADGNYEGEfCAg0QABiABBiwAxhDGIoFwgINEAAYgAQYsQMYQxiKBcICCxAAGIAEGLEDGIMBwgIKEAAYgAQYQxiKBZgDAIgGAZAGCpIHBTEuMi4xoAeoELIHBTAuMi4xuAf-A8IHAzItNMgHFA&sclient=gws-wiz-serp,Pending
7,https://www.google.com/search?q=postgresql+pgadmin+download&sca_esv=25dcd6d97260b75a&ei=ilbOaISOGuua4-EPgrDQ4AE&oq=postgresql+pg&gs_lp=Egxnd3Mtd2l6LXNlcnAiDXBvc3RncmVzcWwgcGcqAggAMgsQABiABBiRAhiKBTILEAAYgAQYkQIYigUyBRAAGIAEMgsQABiABBiRAhiKBTIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgsQABiABBiRAhiKBUj4GVA4WKYMcAF4AZABAJgBxgGgAewDqgEDMC4zuAEDyAEA-AEBmAIEoAKEBMICChAAGLADGNYEGEfCAg0QABiABBiwAxhDGIoFwgINEAAYgAQYsQMYQxiKBcICCxAAGIAEGLEDGIMBwgIKEAAYgAQYQxiKBZgDAIgGAZAGCpIHBTEuMi4xoAeoELIHBTAuMi4xuAf-A8IHAzItNMgHFA&sclient=gws-wiz-serp,Pending
8,https://www.google.com/search?q=postgresql+pgadmin+download&sca_esv=25dcd6d97260b75a&ei=ilbOaISOGuua4-EPgrDQ4AE&oq=postgresql+pg&gs_lp=Egxnd3Mtd2l6LXNlcnAiDXBvc3RncmVzcWwgcGcqAggAMgsQABiABBiRAhiKBTILEAAYgAQYkQIYigUyBRAAGIAEMgsQABiABBiRAhiKBTIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgsQABiABBiRAhiKBUj4GVA4WKYMcAF4AZABAJgBxgGgAewDqgEDMC4zuAEDyAEA-AEBmAIEoAKEBMICChAAGLADGNYEGEfCAg0QABiABBiwAxhDGIoFwgINEAAYgAQYsQMYQxiKBcICCxAAGIAEGLEDGIMBwgIKEAAYgAQYQxiKBZgDAIgGAZAGCpIHBTEuMi4xoAeoELIHBTAuMi4xuAf-A8IHAzItNMgHFA&sclient=gws-wiz-serp,Pending
9,https://www.google.com/search?q=postgresql+pgadmin+download&sca_esv=25dcd6d97260b75a&ei=ilbOaISOGuua4-EPgrDQ4AE&oq=postgresql+pg&gs_lp=Egxnd3Mtd2l6LXNlcnAiDXBvc3RncmVzcWwgcGcqAggAMgsQABiABBiRAhiKBTILEAAYgAQYkQIYigUyBRAAGIAEMgsQABiABBiRAhiKBTIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgsQABiABBiRAhiKBUj4GVA4WKYMcAF4AZABAJgBxgGgAewDqgEDMC4zuAEDyAEA-AEBmAIEoAKEBMICChAAGLADGNYEGEfCAg0QABiABBiwAxhDGIoFwgINEAAYgAQYsQMYQxiKBcICCxAAGIAEGLEDGIMBwgIKEAAYgAQYQxiKBZgDAIgGAZAGCpIHBTEuMi4xoAeoELIHBTAuMi4xuAf-A8IHAzItNMgHFA&sclient=gws-wiz-serp,Pending
10,https://www.google.com/search?q=postgresql+pgadmin+download&sca_esv=25dcd6d97260b75a&ei=ilbOaISOGuua4-EPgrDQ4AE&oq=postgresql+pg&gs_lp=Egxnd3Mtd2l6LXNlcnAiDXBvc3RncmVzcWwgcGcqAggAMgsQABiABBiRAhiKBTILEAAYgAQYkQIYigUyBRAAGIAEMgsQABiABBiRAhiKBTIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgsQABiABBiRAhiKBUj4GVA4WKYMcAF4AZABAJgBxgGgAewDqgEDMC4zuAEDyAEA-AEBmAIEoAKEBMICChAAGLADGNYEGEfCAg0QABiABBiwAxhDGIoFwgINEAAYgAQYsQMYQxiKBcICCxAAGIAEGLEDGIMBwgIKEAAYgAQYQxiKBZgDAIgGAZAGCpIHBTEuMi4xoAeoELIHBTAuMi4xuAf-A8IHAzItNMgHFA&sclient=gws-wiz-serp,Pending
